# optimizer: L2L, problem: mnist
2.306415,2.30686,2.3058484,2.3046913,2.2944865,2.303211,2.3013515,2.292164,2.2999215,2.2542818,2.3140054,2.2799058,2.2881997,2.2952483,2.3100727,2.309434,2.301092,2.2839928,2.2511415,2.272287,2.271528,2.271512,2.2394714,2.2468982,2.2784872,2.2450924,2.2273386,2.2365098,2.2298326,2.2183566,2.2585053,2.231167,2.1835582,2.1864188,2.1808562,2.2047331,2.1491718,2.232963,2.1443396,2.1420276,2.134004,2.1545753,2.075752,2.03345,2.1139035,1.9603286,2.0363302,2.0578544,1.9981964,2.003613,1.9523555,1.9317722,2.0317414,1.9342475,1.8584373,2.037068,1.9766768,1.9654018,1.900006,1.9231362,1.8757389,1.8830361,1.8508224,1.9339987,1.8854678,1.8572075,1.755504,1.7183077,1.7985698,1.7057774,1.730443,1.6684029,1.7464702,1.8223242,1.660188,1.7590146,1.7283422,1.7304943,1.6880195,1.5899335,1.6159443,1.6968913,1.5536642,1.6880622,1.5613365,1.6193533,1.5524628,1.6040547,1.5685623,1.5318083,1.5063324,1.5886713,1.5491374,1.4776587,1.5228863,1.5263891,1.4378779,1.408879,1.4396619,1.4189527
2.2960267,2.311153,2.3005216,2.2971427,2.3114014,2.2906265,2.3061934,2.3074346,2.2882347,2.2983356,2.293992,2.2927606,2.3007212,2.2820845,2.287744,2.288902,2.2983115,2.2699966,2.273017,2.2767472,2.2786555,2.285731,2.2665358,2.277822,2.26222,2.2296314,2.2532525,2.1887507,2.220803,2.2213416,2.1673954,2.244283,2.1590743,2.1602273,2.111341,2.177126,2.1780956,2.1696064,2.0728786,2.0311508,2.0793352,2.080517,2.1190386,2.0520463,2.053275,1.9821358,1.9819875,1.9865959,1.955343,1.9653951,1.9882478,1.9668119,1.9556861,1.9558697,1.9311084,1.9135125,1.8550303,1.7790987,1.9043144,1.8561623,1.8357569,1.7816955,1.8920696,1.765454,1.8993311,1.8164535,1.675144,1.7863649,1.7984949,1.8233318,1.8069186,1.76271,1.6970569,1.663496,1.7248514,1.657089,1.7038913,1.7127167,1.7552454,1.588028,1.7146189,1.5652424,1.6090016,1.5889211,1.5652349,1.5693904,1.5655831,1.514985,1.6107229,1.5734966,1.5551788,1.4559925,1.4617074,1.5955586,1.4431608,1.536601,1.5968399,1.5423036,1.4577903,1.4087989
2.3004081,2.3061328,2.3096395,2.2885666,2.29709,2.3069084,2.3019454,2.2888424,2.2963278,2.309154,2.3002927,2.2986217,2.2903857,2.2961414,2.2945495,2.290967,2.2778888,2.272407,2.2981067,2.270076,2.2714698,2.2737355,2.256137,2.2661028,2.2242393,2.2457757,2.2501795,2.2199297,2.1818266,2.2617798,2.1788545,2.2291424,2.137609,2.1980343,2.1585565,2.1684833,2.1456366,2.1810684,2.10561,2.1690402,2.0722084,2.1050816,2.0555217,2.0356956,1.9723338,1.9861571,2.003304,1.9988668,1.9879918,2.0359766,1.8658197,1.9626794,2.0080352,1.9219034,1.9130855,1.9775985,1.8660452,1.8879333,1.9258094,1.9018836,1.823969,1.8257725,1.8313937,1.884928,1.8364446,1.7982091,1.8894651,1.8372024,1.768396,1.8982555,1.7754124,1.7008227,1.6043453,1.6976594,1.5861764,1.6585468,1.6791506,1.4874994,1.6653907,1.6692854,1.6600378,1.5640101,1.6029012,1.5664554,1.5494571,1.5310166,1.4724863,1.5284905,1.5432441,1.5248389,1.564643,1.4465027,1.5506539,1.4859703,1.5132582,1.416019,1.4201603,1.4517653,1.3711593,1.4280608
2.3010201,2.323341,2.2927756,2.294221,2.3037028,2.2884078,2.2951405,2.3140507,2.2887616,2.2897682,2.2789493,2.3032227,2.2714818,2.279767,2.2824955,2.306041,2.272125,2.2411103,2.2728958,2.2708302,2.2718587,2.2541142,2.2616467,2.2168276,2.2556238,2.2388852,2.230338,2.226709,2.145485,2.2333453,2.1836004,2.1970499,2.1889348,2.095025,2.1699622,2.1029577,2.190342,2.1276162,2.0712743,2.106557,2.1423824,2.176167,2.0938263,1.9870011,1.9957314,2.0669994,2.051119,2.029264,2.044206,2.1032634,2.0453463,2.0179067,2.0457873,1.9497342,1.9364195,1.968417,1.9610095,1.8631883,1.8839808,1.9332148,1.8543329,1.8250415,1.8708241,1.8947511,1.84312,1.81927,1.77414,1.8205509,1.8160872,1.8435377,1.796908,1.7225096,1.7558587,1.6773479,1.8170148,1.713212,1.6634014,1.8020835,1.7225713,1.6743934,1.673511,1.7909706,1.6473472,1.5820484,1.6414475,1.627152,1.5410554,1.5192034,1.6399561,1.5326765,1.6368431,1.5743592,1.4455147,1.5008348,1.527164,1.4959221,1.4296985,1.4509119,1.5160416,1.3751626
2.3080204,2.3054776,2.302081,2.3180578,2.2976837,2.3042793,2.294777,2.307196,2.3045294,2.294722,2.2988229,2.2874584,2.2961948,2.2958522,2.2992353,2.3001075,2.2867098,2.2568169,2.289692,2.2915828,2.269856,2.2790446,2.2878273,2.2583332,2.2614279,2.2386847,2.273192,2.2337484,2.2586706,2.2045302,2.2444034,2.2213001,2.2279902,2.1789749,2.1993814,2.197065,2.1927788,2.1856942,2.1632457,2.1066775,2.0561767,2.127427,2.124221,2.0645132,2.063978,1.9680314,2.0078223,2.0461817,2.0131953,1.9577404,1.9092282,1.968389,1.8929763,1.8887608,1.9056475,1.8405128,1.828272,1.8251995,1.8248578,1.8432097,1.8227551,1.7485981,1.7334079,1.6536767,1.6786664,1.636036,1.6144044,1.6598604,1.5543369,1.5383401,1.6017476,1.6502516,1.568121,1.5714657,1.462318,1.5430839,1.5155336,1.4453516,1.456467,1.450685,1.451235,1.4491531,1.5023034,1.3441546,1.3164802,1.4323516,1.3472745,1.3519356,1.4079163,1.3844914,1.2850443,1.4299133,1.3272319,1.2651911,1.2943357,1.2699711,1.2893691,1.2255179,1.4061002,1.2573729
2.2960217,2.3124123,2.307643,2.298294,2.3184304,2.3174133,2.288824,2.2947755,2.3070512,2.3097274,2.2995508,2.289435,2.2741098,2.28686,2.269575,2.3003492,2.2671134,2.27918,2.271804,2.2732406,2.2789054,2.2572365,2.2535338,2.243168,2.255019,2.2491682,2.2680266,2.2027307,2.217728,2.2443206,2.2013488,2.203102,2.1594052,2.1955252,2.160862,2.1290991,2.1460288,2.198367,2.177759,2.1470208,2.129141,2.1266522,2.1430428,2.1289823,2.0826075,2.069421,2.0632262,2.131866,2.0114465,2.0921404,2.0547447,2.0232234,2.0215042,1.99733,1.9911935,1.8988831,1.9685705,2.0052376,2.0109158,2.0073261,1.9219451,1.9182975,1.8998739,1.9064909,1.8873903,1.9301293,1.8076003,1.8675561,1.8461304,1.8714857,1.7547959,1.7844453,1.8578243,1.8407823,1.6648803,1.7864642,1.7829447,1.6794219,1.6358126,1.6230755,1.6709785,1.6685822,1.5784119,1.7268445,1.7147641,1.603183,1.6650262,1.5725291,1.5440291,1.5584363,1.5192113,1.4886969,1.5992423,1.5519811,1.5542715,1.5735724,1.4449028,1.5318952,1.461682,1.4926033
2.3083282,2.3044147,2.3051696,2.2996612,2.305869,2.2898223,2.2941508,2.3097336,2.3083174,2.2859688,2.2962284,2.2877417,2.297251,2.302557,2.283567,2.2984521,2.2798061,2.2653532,2.2753558,2.2691405,2.2870235,2.2741013,2.2676337,2.2434845,2.3004675,2.2601216,2.2361388,2.2442508,2.2371325,2.2170477,2.2306345,2.2259357,2.1943672,2.1564488,2.215094,2.2083044,2.1840544,2.1115298,2.0983496,2.1811347,2.1828742,2.0910017,2.1572928,2.1239629,2.0596094,2.0959039,2.0399113,2.0092325,2.1108165,2.113928,1.9929352,2.0213997,1.9668417,2.006768,1.8457811,1.9638991,2.004777,1.8711274,2.0063329,1.7716261,1.9604304,1.892964,1.8791395,1.8780704,1.8767099,1.8702058,1.7664711,1.934231,1.9495451,1.7759516,1.8244505,1.7531081,1.816852,1.6527858,1.7121458,1.7615513,1.7277763,1.6702447,1.6766452,1.7430016,1.6814458,1.5745018,1.6178483,1.6740842,1.6674167,1.6688367,1.5512865,1.5636735,1.6243082,1.6751193,1.6597954,1.5699975,1.5591533,1.5753002,1.5963318,1.6098925,1.5613077,1.5744078,1.5368279,1.559777
2.2976031,2.3113232,2.300907,2.301089,2.3082938,2.2998564,2.310685,2.3000064,2.2775903,2.3029833,2.2941916,2.2901497,2.2760677,2.2901096,2.291013,2.286042,2.3046942,2.2932038,2.2805824,2.2781363,2.2686472,2.2679243,2.2473063,2.2508478,2.2401712,2.269987,2.2332883,2.2459316,2.1987386,2.2140555,2.2217026,2.2366529,2.1840012,2.1891885,2.184962,2.1815882,2.180565,2.1691015,2.1123466,2.1425498,2.0755336,2.1424153,2.047065,2.066175,2.1118736,2.057941,2.0297337,2.0672436,2.046432,1.9408735,2.0097785,1.9205129,1.9923254,2.0328119,1.9895866,1.9412944,1.949866,1.9617479,1.8953865,1.9054374,1.9146967,1.8962746,1.8844633,1.9238278,1.8800837,1.799376,1.8751225,1.8751851,1.8355845,1.8338954,1.7711192,1.7540342,1.6391982,1.8198421,1.7858707,1.80305,1.7669315,1.7273769,1.6968973,1.8005631,1.7022868,1.7011669,1.6555583,1.5813389,1.7609304,1.6911123,1.6628444,1.6324786,1.6402633,1.6511004,1.5900567,1.5828209,1.5611553,1.6256236,1.5780995,1.54929,1.6072237,1.5502272,1.5711641,1.7524294
2.3019593,2.3002453,2.301257,2.298646,2.3008585,2.303389,2.2990305,2.298933,2.2990994,2.3038955,2.277596,2.299523,2.2786,2.2423277,2.3192816,2.289537,2.2881098,2.2849376,2.2623334,2.2676053,2.2806277,2.2444203,2.2619538,2.2417824,2.238134,2.2786841,2.272283,2.2060072,2.2369857,2.2089052,2.262472,2.1917746,2.206964,2.228179,2.1809278,2.244951,2.1688378,2.1663792,2.1034894,2.1203299,2.1769726,2.141758,2.0823944,2.1364105,2.1374648,2.105096,2.0804746,2.0326967,2.159924,2.0497208,1.9632757,2.0666783,1.9293059,2.04573,2.059375,2.019966,1.9775271,1.9336163,2.1056786,1.9195395,1.7682204,1.9861728,2.0477505,1.8693254,1.910249,1.8896317,1.8696823,1.8955735,1.8130776,1.9064065,1.8791509,1.7859607,1.8876657,1.700346,1.8639991,1.7734947,1.6977473,1.743603,1.7200038,1.6619339,1.7216198,1.6463213,1.6841999,1.6387662,1.7964911,1.622178,1.6320357,1.5621532,1.6040242,1.6617935,1.5307059,1.6500388,1.4576434,1.5288788,1.5045841,1.320664,1.5193601,1.4504625,1.544301,1.4303831
2.3068786,2.3016744,2.3014462,2.310649,2.3014073,2.2983165,2.3023195,2.2858512,2.2889175,2.302421,2.297959,2.3134365,2.2913828,2.297132,2.2646704,2.2747226,2.280838,2.2774143,2.2742853,2.271009,2.247921,2.2278528,2.2549891,2.268612,2.271873,2.2251744,2.255476,2.253723,2.2605345,2.1821382,2.160505,2.250052,2.1616812,2.2402706,2.1961727,2.166232,2.1523075,2.1536484,2.1323817,2.1883922,2.1618834,2.1705837,2.1167908,2.0830173,2.0278175,2.0649443,2.0934896,2.0692215,2.0560794,2.0856166,2.0846367,2.0504608,1.9408741,1.9561948,1.9600589,2.0554786,1.9069203,1.9586816,1.8829148,1.9902027,1.9300241,1.7662851,1.9575769,1.8407766,1.9069592,1.9365634,1.8853098,1.8454566,1.8032641,1.7946799,1.7801843,1.7640628,1.7840521,1.7537572,1.6977211,1.640669,1.6944971,1.7840111,1.6948414,1.6018633,1.6067615,1.5686295,1.5755572,1.6631489,1.5584584,1.5173906,1.5950634,1.5595894,1.5291208,1.5616444,1.5169275,1.5093492,1.5065334,1.4644929,1.5020962,1.4994092,1.534831,1.4936686,1.5153708,1.5189745
